datetime,Time,city_name,lat,lon,sunrise,sunset,pres,slp,wind_spd,gust,app_temp,wind_dir,wind_cdir_full,temp,app_temp,rh,dewpt,clouds,pod,vis,precip,snow,uv,aqi,dhi,dni,ghi,solar_rad,elev_angle,h_angle
2024-02-14:14,15:24:20,Sarajevo,43.84864,18.35644,05:46,16:14,961,1022,3.6,,10,290,west-northwest,10,10,39,-3.3,2,d,16,0,0,1.7465599,69,78.59,696.87,310.04,310,20,45
2024-02-14:14,15:39:20,Sarajevo,43.84864,18.35644,05:46,16:14,961,1022,3.6,,10,290,west-northwest,10,10,39,-3.3,1,d,16,0,0,1.7587798,69,78.59,696.87,310.04,310,20,45
2024-02-14:14,15:54:20,Sarajevo,43.84864,18.35644,05:46,16:14,961,1022,4.1,,10,330,north-northwest,10,10,34,-5.3,1,d,16,0,0,1.7587798,69,78.59,696.87,310.04,310,20,45
2024-02-14:14,16:09:20,Sarajevo,43.84864,18.35644,05:46,16:14,961,1022,4.1,,10,330,north-northwest,10,10,34,-5.3,1,d,16,0,0,1.3469647,69,58.02,532.29,154.68,154.7,11.36,45
2024-02-14:15,16:24:20,Sarajevo,43.84864,18.35644,05:46,16:14,961,1022,5.1,,10,310,northwest,10,10,37,-4,1,d,16,0,0,1.3469647,69,58.02,532.29,154.68,154.7,11.36,60
2024-02-14:15,16:39:20,Sarajevo,43.84864,18.35644,05:46,16:14,961,1022,5.1,,10,310,northwest,10,10,37,-4,1,d,16,0,0,1.3469647,69,58.02,532.29,154.68,154.7,11.36,60
2024-02-14:15,16:54:20,Sarajevo,43.84864,18.35644,05:46,16:14,960.7,1022,4.6,,9,320,northwest,9,9,39,-4.3,1,d,16,0,0,1.3469647,67,58.02,532.29,154.68,154.7,11.36,60
2024-02-14:15,17:09:20,Sarajevo,43.84864,18.35644,05:46,16:14,960.7,1022,4.6,,9,320,northwest,9,9,39,-4.3,1,d,16,0,0,1.24171,69,17.09,104.27,11.62,11.6,1.6,60
2024-02-14:16,17:24:20,Sarajevo,43.84864,18.35644,05:46,16:14,961.5,1023,4.1,,8,320,northwest,8,8,42,-4.1,1,n,16,0,0,1.24171,69,17.09,104.27,11.62,11.6,1.6,75
2024-02-14:16,17:39:20,Sarajevo,43.84864,18.35644,05:46,16:14,961.5,1023,4.1,,8,320,northwest,8,8,42,-4.1,42,n,16,0,0,0.8879895,69,17.09,104.27,11.62,11.1,1.6,75
2024-02-14:16,17:54:20,Sarajevo,43.84864,18.35644,05:46,16:14,961.3,1023,2.1,,5.7,360,north,7,5.7,48,-3.3,42,n,16,0,0,0.8879895,69,17.09,104.27,11.62,11.1,1.6,75
2024-02-14:16,18:09:20,Sarajevo,43.84864,18.35644,05:46,16:14,961.3,1023,2.1,,5.7,360,north,7,5.7,48,-3.3,45,n,16,0,0,0,69,0,0,0,0,-8.84,75
2024-02-14:17,18:24:20,Sarajevo,43.84864,18.35644,05:46,16:16,961,1023,2.1,,4.5,360,north,6,4.5,52,-3.1,46,n,16,0,0,0,69,0,0,0,0,-8.84,-90
2024-02-14:17,18:39:20,Sarajevo,43.84864,18.35644,05:46,16:16,961,1023,2.1,,4.5,360,north,6,4.5,52,-3.1,46,n,16,0,0,0,69,0,0,0,0,-8.84,-90
2024-02-14:17,18:54:20,Sarajevo,43.84864,18.35644,05:46,16:16,962,1024,1.5,,5.1,340,north-northwest,6,5.1,52,-3.1,46,n,16,0,0,0,69,0,0,0,0,-8.84,-90
2024-02-14:17,19:09:20,Sarajevo,43.84864,18.35644,05:46,16:16,962,1024,1.5,,5.1,340,north-northwest,6,5.1,52,-3.1,47,n,16,0,0,0,63,0,0,0,0,-19.61,-90
2024-02-14:18,19:24:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.8,1024,2.1,,3.3,290,west-northwest,5,3.3,56,-3.1,48,n,16,0,0,0,63,0,0,0,0,-19.61,-90
2024-02-14:18,19:39:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.8,1024,2.1,,3.3,290,west-northwest,5,3.3,56,-3.1,48,n,16,0,0,0,63,0,0,0,0,-19.61,-90
2024-02-14:18,19:54:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.3,1024,1,,2.5,0,north,3,2.5,64,-3.1,50,n,16,0,0,0,63,0,0,0,0,-19.61,-90
2024-02-14:18,20:09:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.3,1024,1,,2.5,0,north,3,2.5,64,-3.1,50,n,16,0,0,0,46,0,0,0,0,-30.34,-90
2024-02-14:19,20:24:21,Sarajevo,43.84864,18.35644,05:46,16:16,960.9,1024,2.1,,-1.4,130,southeast,1,-1.4,80,-2.1,51,n,16,0,0,0,82,0,0,0,0,-30.34,-90
2024-02-14:19,20:39:21,Sarajevo,43.84864,18.35644,05:46,16:16,960.9,1024,2.1,,-1.4,130,southeast,1,-1.4,80,-2.1,51,n,16,0,0,0,82,0,0,0,0,-30.34,-90
2024-02-14:19,20:54:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.8,1025,1,,0.3,0,north,1,0.3,80,-2.1,50,n,16,0,0,0,82,0,0,0,0,-30.34,-90
2024-02-14:19,21:09:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.8,1025,1,,0.3,0,north,1,0.3,80,-2.1,51,n,16,0,0,0,82,0,0,0,0,-40.62,-90
2024-02-14:20,21:24:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.6,1025,0.5,,0.7,0,north,0,0.7,86,-2.1,51,n,16,0,0,0,82,0,0,0,0,-40.62,-90
2024-02-14:20,21:39:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.6,1025,0.5,,0.7,0,north,0,0.7,86,-2.1,51,n,16,0,0,0,87,0,0,0,0,-40.62,-90
2024-02-14:20,21:54:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.6,1025,0.5,,0.7,0,north,0,0.7,92,-1.1,52,n,16,0,0,0,87,0,0,0,0,-40.62,-90
2024-02-14:20,22:09:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.6,1025,0.5,,0.7,0,north,0,0.7,92,-1.1,52,n,16,0,0,0,87,0,0,0,0,-49.74,-90
2024-02-14:21,22:24:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.6,1025,0.5,,0.7,0,north,0,0.7,86,-2.1,52,n,16,0,0,0,87,0,0,0,0,-49.74,-90
2024-02-14:21,22:39:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.6,1025,0.5,,0.7,0,north,0,0.7,86,-2.1,52,n,16,0,0,0,87,0,0,0,0,-49.74,-90
2024-02-14:21,22:54:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.4,1025,1.5,,-2.9,120,east-southeast,-1,-2.9,92,-2.1,53,n,16,0,0,0,98,0,0,0,0,-49.74,-90
2024-02-14:21,23:09:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.4,1025,1.5,,-2.9,120,east-southeast,-1,-2.9,92,-2.1,52,n,16,0,0,0,104,0,0,0,0,-56.5,-90
2024-02-14:22,23:24:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.4,1025,1,,-1.9,0,north,-1,-1.9,92,-2.1,53,n,16,0,0,0,104,0,0,0,0,-56.5,-90
2024-02-14:22,23:39:21,Sarajevo,43.84864,18.35644,05:46,16:16,961.4,1025,1,,-1.9,0,north,-1,-1.9,92,-2.1,53,n,16,0,0,0,104,0,0,0,0,-56.5,-90
